"annual_kwh";"sq_meters";"epc_label";"building_era";"income_euro";"occupancy_count";"dist_to_brussels";"roof_color";"pet_ownership"
"675";3150.69;103.03;"B";"1970-2000";28534.49;3;13.43;"Black";"0"
"676";4050.71;174.46;"C";"1970-2000";54956.98;1;108.14;"Black";"0"
"677";5876.53;122.95;"C";"1970-2000";23492.2;4;19.55;"Black";"0"
"678";8560.09;256.16;"D";"Pre-1970";92406.39;4;61.54;"Red";"0"
"679";5079.53;99.01;"C";"1970-2000";26699.67;5;24.99;"Black";"0"
"680";8424.23;136.01;"E";"Pre-1970";54030.45;6;22.2;"Other";"0"
"681";9008.57;207.05;"C";"Pre-1970";104327.74;6;45.56;"Black";"0"
"682";5876.76;92.31;"B";"Post-2000";32359.33;5;33.14;"Other";"1"
"683";7219.88;134.31;"B";"Post-2000";37523.3;6;73.04;"Black";"0"
"684";6058.72;108.65;"A";"Post-2000";32685.07;7;75.46;"Red";"1"
"685";5620.17;136.51;"B";"1970-2000";46427.77;5;48.71;"Other";"0"
"686";5949.59;202.24;"E";"Pre-1970";56895.75;2;30.78;"Other";"1"
"687";3106.85;128.34;"A";"Post-2000";22359.37;1;71.09;"Other";"0"
"688";4138.81;160.86;"A";"Post-2000";28009.61;3;75.06;"Black";"0"
"689";4164.5;127.19;"F";"Pre-1970";23722.83;1;99.75;"Black";"0"
"690";6743.95;144.16;"E";"Pre-1970";53906.31;5;32.72;"Red";"0"
"691";6076.13;166.5;"A";"Post-2000";52384.41;6;15.86;"Red";"0"
"692";8607.34;131.68;"F";"Pre-1970";32232.41;6;43.68;"Red";"0"
"693";4135.27;150.12;"B";"Post-2000";28042.4;3;50.57;"Red";"0"
"694";4118.33;104.7;"B";"1970-2000";21198.04;5;7.87;"Red";"1"
"695";4376.65;180.22;"D";"1970-2000";60307.98;2;67.67;"Black";"0"
"696";4842.65;114.5;"A";"Post-2000";31623.49;5;119.35;"Red";"1"
"697";NA;NA;"C";"Pre-1970";61224.74;2;NA;"Other";"0"
"698";3587.26;222.21;"B";"1970-2000";108852.67;1;107.51;"Black";"1"
"699";7302.24;225.19;"D";"Pre-1970";81288.62;3;48.54;"Other";"1"
"700";3301.4;134.77;"B";"Post-2000";30573.59;1;39.97;"Red";"0"
"701";5366.69;200.82;"A";"Post-2000";74036.19;3;94.98;"Red";"1"
"702";5365.28;170.68;"E";"Pre-1970";32799.4;4;40.08;"Red";"0"
"703";4519.99;177.39;"D";"1970-2000";50500.44;3;118.61;"Other";"0"
"704";7215.13;161.14;"A";"Post-2000";47749.7;7;21.98;"Other";"1"
"705";5910.4;138.17;"D";"1970-2000";56651.15;5;106.66;"Other";"1"
"706";4645.61;164.23;"D";"1970-2000";44535.07;3;14.3;"Red";"0"
"707";7260.05;125.79;"B";"1970-2000";50571.72;5;43.65;"Other";"1"
"708";4766.82;194.54;"A";"Post-2000";58950.01;2;113.27;"Red";"1"
"709";5567.12;104.95;"A";"Post-2000";17068.11;7;58.56;"Other";"0"
"710";4524.1;153.66;"F";"Pre-1970";39226.1;1;115.98;"Black";"1"
"711";8177.44;139.55;"B";"1970-2000";52610.52;7;55.72;"Black";"0"
"712";4405.49;161.76;"A";"Post-2000";48695.17;5;22.78;"Red";"0"
"713";10153.51;157.65;"D";"Pre-1970";47029.67;7;119.31;"Black";"1"
"714";7512.04;213.29;"E";"Pre-1970";96573.23;4;24.42;"Black";"0"
"715";4685.78;138.64;"F";"Pre-1970";41802.03;2;40.69;"Other";"0"
"716";8214.3;119.24;"D";"Pre-1970";46192.88;7;117.99;"Red";"1"
"717";6387.92;215.84;"C";"Pre-1970";41973.97;4;66;"Red";"1"
"718";6715.52;224.86;"A";"Post-2000";127592.09;4;40.53;"Other";"1"
"719";5690.68;156.03;"E";"Pre-1970";33521.32;3;83.51;"Other";"0"
"720";4096.46;165.01;"F";"Pre-1970";72637.46;1;80.22;"Black";"0"
"721";4391.87;156.62;"C";"Pre-1970";74019.32;3;107.06;"Black";"0"
"722";8840.83;174.86;"E";"Pre-1970";31782.73;6;93.38;"Black";"0"
"723";3574.55;180.71;"A";"Post-2000";77416.65;2;50.73;"Red";"1"
"724";4109.24;165.55;"C";"1970-2000";57833.81;1;34.5;"Red";"0"
"725";9948.92;231.83;"B";"1970-2000";69796.44;6;61.79;"Other";"1"
"726";6324.88;142.51;"C";"Pre-1970";20153.78;6;119.05;"Other";"0"
"727";5099.54;145.74;"C";"1970-2000";31318.23;4;84.98;"Other";"1"
"728";4917.37;132.3;"A";"Post-2000";37270.94;5;79.72;"Red";"1"
"729";9340.21;151.57;"F";"Pre-1970";48279.21;5;30.38;"Red";"1"
"730";3728.57;145.43;"A";"Post-2000";43136.52;3;9.95;"Black";"1"
"731";5977.06;139.93;"D";"1970-2000";41490.73;5;77.15;"Black";"1"
"732";8899.48;205.73;"E";"Pre-1970";58081.21;4;90.21;"Other";"0"
"733";9207.83;179.99;"C";"1970-2000";66918.55;7;29.78;"Red";"1"
"734";4267.6;193.46;"D";"1970-2000";93898.53;2;112.67;"Red";"1"
"735";8767.2;193.03;"B";"Post-2000";58199.79;6;23.57;"Red";"0"
"736";4719.55;134.67;"A";"Post-2000";26293.97;5;105.69;"Other";"1"
"737";3183.18;82.52;"F";"Pre-1970";23920.61;1;22.67;"Red";"0"
"738";5228.39;174;"D";"Pre-1970";80847.39;2;68.82;"Red";"0"
"739";3974.13;130.27;"A";"Post-2000";37156.94;3;89.1;"Red";"1"
"740";3014.15;172.91;"A";"Post-2000";52005.94;1;42.3;"Black";"0"
"741";7325.59;144.05;"D";"Pre-1970";53104.93;6;90.67;"Black";"1"
"742";6147.65;171.21;"A";"Post-2000";59876.12;6;44.36;"Black";"0"
"743";2723.04;118.02;"B";"1970-2000";36713.19;2;62.74;"Red";"0"
"744";4635.79;174.66;"C";"Pre-1970";38266.17;2;36.47;"Other";"1"
"745";5274.13;162.06;"C";"Pre-1970";54017.62;4;113.57;"Other";"1"
"746";9557.62;134.96;"E";"Pre-1970";31169.02;6;113.91;"Red";"0"
"747";4191.03;121.94;"B";"Post-2000";40051.57;4;66.93;"Red";"0"
"748";7687.38;132.64;"D";"1970-2000";34132.5;6;69.24;"Black";"0"
"749";3305.04;153.24;"C";"1970-2000";27061.04;1;26.05;"Red";"1"
"750";5114.02;136.87;"E";"Pre-1970";47717.74;2;88.59;"Black";"0"
"751";6282.9;153.08;"E";"Pre-1970";54327.12;4;116.88;"Black";"0"
"752";5283.66;148.65;"C";"Pre-1970";46361.97;4;77.38;"Black";"0"
"753";4599.51;109.66;"E";"Pre-1970";51550.9;3;85.46;"Red";"1"
"754";6543.38;151.84;"F";"Pre-1970";42588.2;3;31.71;"Other";"1"
"755";3295.01;94.77;"A";"Post-2000";40988.76;3;82.69;"Black";"1"
"756";4240.15;167.25;"C";"1970-2000";21876.66;2;84.87;"Other";"0"
"757";8068.31;189.87;"D";"Pre-1970";76513.07;4;61.48;"Black";"1"
"758";3681.46;190.45;"A";"Post-2000";85482.95;3;70.47;"Other";"0"
"759";7505.64;172.72;"A";"Post-2000";65465.85;7;19.3;"Black";"0"
"760";8016.29;185.83;"B";"Post-2000";57840.47;6;32.21;"Red";"1"
"761";5061.93;150.49;"A";"Post-2000";46040.15;5;105.56;"Black";"1"
"762";2899.43;149.42;"A";"Post-2000";36987.74;2;64.26;"Other";"1"
"763";3808.2;170.47;"A";"Post-2000";48397.34;2;81.61;"Red";"0"
"764";3880.74;126.14;"A";"Post-2000";34581.9;4;9.23;"Red";"0"
"765";4783.24;157.9;"C";"1970-2000";60873.85;3;83.4;"Red";"1"
"766";6267.77;176.65;"F";"Pre-1970";53047.92;3;77.03;"Red";"1"
"767";4215.82;158.56;"E";"Pre-1970";44556.02;1;22.59;"Black";"0"
"768";5889.97;154.78;"B";"Post-2000";39537.63;5;56.31;"Black";"0"
"769";4044.8;206.42;"B";"1970-2000";50808.03;1;100.15;"Other";"1"
"770";6698.94;183.95;"C";"1970-2000";61427.5;5;34.78;"Red";"1"
"771";5792.11;157.26;"E";"Pre-1970";83853.51;3;51.57;"Red";"1"
"772";12890.03;164.27;"F";"Pre-1970";23908.26;7;24.69;"Black";"0"
"773";3706.37;83.43;"D";"Pre-1970";33867.24;4;13.57;"Black";"1"
"774";10521.31;218.55;"E";"Pre-1970";95757.12;5;65.28;"Red";"0"
"775";5723.2;157.62;"C";"1970-2000";41201.42;4;70.08;"Red";"1"
"776";5588.4;203.28;"C";"1970-2000";91315.03;3;107.01;"Red";"0"
"777";2737.34;110.95;"C";"Pre-1970";30964.49;1;33.2;"Red";"1"
"778";5639.4;187.78;"F";"Pre-1970";75445.7;2;9.69;"Black";"1"
"779";4007.77;135.14;"B";"1970-2000";30127.23;3;87.11;"Other";"0"
"780";4236.88;128.8;"A";"Post-2000";29989.8;5;23.72;"Other";"0"
"781";5229.99;150.74;"B";"Post-2000";50666.14;4;40.48;"Other";"0"
"782";3489.08;143.73;"C";"1970-2000";39195.72;1;5.97;"Black";"0"
"783";3615.77;93.21;"A";"Post-2000";26887.82;4;76.23;"Red";"1"
"784";4255.49;166.87;"D";"1970-2000";26963.78;1;13.54;"Other";"1"
"785";6032.25;180.55;"D";"Pre-1970";50950.65;4;114.41;"Black";"0"
"786";10417.28;120.46;"E";"Pre-1970";27212.74;7;39.23;"Other";"0"
"787";3126.94;169.98;"C";"1970-2000";70092.97;1;82.06;"Other";"1"
"788";3257.58;193.62;"C";"1970-2000";79403.06;1;26.34;"Red";"0"
"789";4786.84;135.31;"A";"Post-2000";25767.82;5;109.51;"Red";"0"
"790";7306.41;126.89;"B";"1970-2000";20181.33;6;42.37;"Other";"0"
"791";4873.83;92.56;"D";"1970-2000";16517.04;6;9.85;"Other";"0"
"792";9371;194.91;"C";"1970-2000";63009.48;7;106.17;"Red";"0"
"793";8034.63;147.99;"C";"1970-2000";27215.47;6;73.79;"Black";"0"
"794";8057.99;181.61;"B";"Post-2000";70070.55;7;45.93;"Red";"0"
"795";6655.02;149.89;"B";"1970-2000";40348.8;6;29.45;"Red";"0"
"796";8284.9;127.73;"E";"Pre-1970";24284.66;5;100.97;"Red";"0"
"797";4614.35;141.81;"A";"Post-2000";29903.69;4;63.15;"Red";"1"
"798";6272.9;150.59;"E";"Pre-1970";45307.5;5;25.5;"Red";"1"
"799";10826.93;264.05;"D";"1970-2000";109933.24;6;18.08;"Other";"0"
"800";7161.39;124.57;"A";"Post-2000";52455.19;7;59.36;"Red";"0"
"801";3960.32;143.55;"E";"Pre-1970";21539.25;2;113.81;"Black";"1"
"802";9715.14;156.1;"D";"1970-2000";35379.07;7;112.75;"Black";"0"
"803";3448.52;116.17;"A";"Post-2000";25896.53;5;24.93;"Other";"1"
"804";1871.62;110.31;"B";"1970-2000";27392.36;1;22.38;"Black";"1"
"805";5441.67;174.56;"A";"Post-2000";62055.47;5;105.18;"Red";"1"
"806";10858.28;152.89;"F";"Pre-1970";36439.23;6;67.05;"Red";"0"
"807";12500.1;211.72;"E";"Pre-1970";72028.37;7;81.43;"Other";"0"
"808";4192.78;154.38;"C";"1970-2000";49476.56;2;21.09;"Other";"0"
"809";6486.95;171.28;"C";"1970-2000";45369.62;5;21.32;"Black";"0"
"810";6944.97;177.73;"A";"Post-2000";93355.19;6;29.78;"Black";"1"
"811";4854.9;116.98;"C";"1970-2000";34907.06;3;105.69;"Black";"0"
"812";7196.71;146.9;"D";"Pre-1970";51415.52;6;18.26;"Black";"0"
"813";13537.19;341.3;"C";"1970-2000";206367.91;6;60.17;"Other";"0"
"814";4622.62;142.91;"A";"Post-2000";37799.1;4;90.06;"Other";"1"
"815";4623.79;203.22;"C";"1970-2000";99165.25;1;41.03;"Other";"0"
"816";3819.08;135.36;"B";"1970-2000";21731.99;3;90.21;"Other";"0"
"817";4986.8;191.8;"B";"Post-2000";50204.66;3;12.48;"Red";"1"
"818";6302.39;123.88;"E";"Pre-1970";34674.3;4;110.75;"Other";"0"
"819";3713.54;114.48;"C";"1970-2000";22355.38;2;70.78;"Other";"1"
"820";5041.3;92.52;"D";"1970-2000";33578.54;4;74.61;"Red";"0"
"821";12456.76;241.85;"E";"Pre-1970";126299.36;6;104.53;"Red";"1"
"822";3303.65;163.81;"A";"Post-2000";40680.99;1;79.45;"Other";"0"
"823";6882.86;125.07;"B";"Post-2000";34396.89;5;58.14;"Red";"1"
"824";3581.28;149.82;"C";"1970-2000";71261.82;1;109.88;"Red";"1"
"825";1985.37;106.1;"A";"Post-2000";32449.25;1;57.19;"Other";"1"
"826";4670.1;174.88;"F";"Pre-1970";49327.48;1;48.2;"Black";"0"
"827";6117.09;188.56;"E";"Pre-1970";50315.98;4;30.1;"Black";"1"
"828";3813.95;124.06;"C";"1970-2000";36733.37;3;79.01;"Other";"1"
"829";5482.37;166.02;"E";"Pre-1970";37447.36;3;52.03;"Other";"0"
"830";8061.22;195.48;"F";"Pre-1970";93841.89;2;12.15;"Black";"1"
"831";6044.43;126.45;"B";"1970-2000";41268.54;5;39.79;"Red";"0"
"832";8376.98;269;"D";"Pre-1970";118042.51;3;76.77;"Red";"0"
"833";4542.84;181.39;"D";"Pre-1970";40480.73;2;60.73;"Red";"1"
"834";5455.2;143.09;"B";"Post-2000";39674.05;5;67.08;"Other";"0"
"835";2900.75;106.79;"A";"Post-2000";33679.76;3;15.22;"Other";"0"
"836";4046.31;118.33;"E";"Pre-1970";12104.05;3;6.68;"Red";"0"
"837";5241.82;89.81;"B";"Post-2000";18867.45;7;5.56;"Red";"0"
"838";4012.15;156.35;"B";"1970-2000";42476.69;1;57.32;"Other";"1"
"839";3848.64;168.36;"E";"Pre-1970";31803.44;1;22.8;"Red";"0"
"840";8664.9;202.28;"E";"Pre-1970";89575.32;6;71.75;"Black";"1"
"841";4102.52;158.43;"B";"1970-2000";51568.69;3;26.5;"Other";"1"
"842";5400.82;94.63;"B";"1970-2000";35381.43;7;26.96;"Red";"1"
"843";2831.3;170.11;"A";"Post-2000";70646.46;2;82.14;"Red";"1"
"844";7825.5;174.67;"D";"Pre-1970";32039.01;6;57.91;"Red";"0"
"845";6987.22;121.81;"A";"Post-2000";47855.63;7;45.04;"Red";"1"
"846";4063.54;179.41;"B";"Post-2000";59218.58;2;64.96;"Red";"0"
"847";7091;132.86;"B";"Post-2000";45195.02;7;39.95;"Black";"1"
"848";3984.18;122.42;"D";"1970-2000";39984.35;2;19.93;"Black";"0"
"849";4440.39;183.59;"F";"Pre-1970";39270.55;1;119.4;"Black";"0"
"850";5140.93;91.42;"E";"Pre-1970";37405.92;4;66.46;"Black";"0"
"851";8058.59;244.45;"B";"Post-2000";85800.33;6;27.71;"Black";"1"
"852";2469.78;121.13;"A";"Post-2000";44634.85;1;11.03;"Other";"1"
"853";2494.56;98.49;"C";"1970-2000";29330.52;1;89.93;"Other";"0"
"854";5029.92;149.28;"A";"Post-2000";34931.64;4;80.53;"Other";"1"
"855";7419.85;136.82;"D";"1970-2000";28053.62;6;53.43;"Black";"1"
"856";5736.15;142.2;"D";"1970-2000";53961.02;4;95.77;"Red";"0"
"857";7108.67;114.54;"B";"Post-2000";38899.21;7;74.12;"Black";"1"
"858";4705.9;135.36;"C";"1970-2000";50445.9;4;46.03;"Red";"1"
"859";6180.97;189.13;"F";"Pre-1970";50944.31;2;94.37;"Black";"0"
"860";4997.93;109.63;"C";"1970-2000";11252.89;5;58.88;"Red";"0"
"861";6674.39;171.18;"E";"Pre-1970";29806.76;5;110.03;"Other";"1"
"862";10133.58;257.71;"E";"Pre-1970";116947.44;5;34.43;"Red";"0"
"863";8268.46;169.78;"D";"1970-2000";48514.77;6;19.58;"Red";"0"
"864";5122.09;177.38;"C";"1970-2000";41615;3;41.95;"Red";"1"
"865";5476.03;151.29;"B";"1970-2000";56158.68;4;104.43;"Other";"0"
"866";11488.05;186.11;"B";"1970-2000";57105.51;7;52.19;"Black";"0"
"867";2815.61;149.53;"A";"Post-2000";24479.66;1;29.45;"Black";"1"
"868";4822.62;136.14;"C";"1970-2000";44506.94;4;56.33;"Red";"0"
"869";10002.57;230.02;"D";"1970-2000";61565.86;6;100.8;"Other";"1"
"870";4810.13;177.38;"F";"Pre-1970";49262.9;1;6.17;"Red";"0"
"871";7042.75;153.16;"F";"Pre-1970";39691.07;4;18.57;"Other";"0"
"872";3527.06;157.97;"F";"Pre-1970";40172.85;1;9.19;"Other";"0"
"873";4216.83;138.39;"F";"Pre-1970";27745.53;2;10.17;"Red";"0"
"874";6204.47;182.05;"C";"1970-2000";38326.87;3;42.81;"Red";"1"
"875";8862.34;153.19;"E";"Pre-1970";53122.75;7;32.36;"Other";"0"
"876";7518.55;155.83;"A";"Post-2000";32794.66;7;75.25;"Black";"0"
"877";5549.66;131.2;"B";"1970-2000";44933.4;6;101.73;"Other";"0"
"878";2720.17;103.5;"A";"Post-2000";49554.45;2;48.11;"Red";"0"
"879";4614.32;150.39;"D";"Pre-1970";68041.5;3;8.63;"Other";"1"
"880";5451.78;159.19;"A";"Post-2000";21535.32;4;112.48;"Red";"1"
"881";10696.1;183.31;"E";"Pre-1970";47013.92;7;56.83;"Black";"0"
"882";6693.12;177.42;"E";"Pre-1970";69658.51;5;98.46;"Red";"0"
"883";6897.67;168.75;"C";"1970-2000";51383.16;4;89.66;"Black";"0"
"884";3588.05;84.67;"C";"Pre-1970";19160.7;5;90.13;"Other";"1"
"885";4211.38;150.34;"A";"Post-2000";42503.65;3;58.6;"Red";"0"
"886";6526.24;197.25;"C";"Pre-1970";78916.91;5;62.2;"Red";"0"
"887";2601.26;113.13;"A";"Post-2000";28355.62;2;88.06;"Other";"0"
"888";4587.93;161.95;"F";"Pre-1970";47486.72;1;94.99;"Other";"1"
"889";3792.57;125.88;"E";"Pre-1970";32037.93;1;74.65;"Other";"0"
"890";3304.59;181.41;"B";"Post-2000";71009.46;1;49.62;"Black";"0"
"891";6355.84;171.74;"E";"Pre-1970";74804.46;3;61.1;"Other";"0"
"892";7647.84;163.86;"E";"Pre-1970";50688.58;6;39.92;"Black";"0"
"893";3388.88;192.67;"A";"Post-2000";55537.48;1;43.15;"Other";"0"
"894";5738.66;165.1;"A";"Post-2000";42092.42;5;62.79;"Other";"1"
"895";4888.9;232.51;"C";"Pre-1970";118267.38;2;74;"Red";"0"
"896";6199.22;192.26;"D";"1970-2000";70280.98;3;56.57;"Other";"1"
"897";4750.54;117.24;"A";"Post-2000";24434.37;4;39.84;"Black";"0"
"898";3206.64;85.18;"D";"1970-2000";23905.96;2;36.23;"Red";"1"
"899";3656.7;106.58;"A";"Post-2000";44107.87;3;108.92;"Red";"1"
"900";4424.7;108.52;"C";"1970-2000";38129.49;4;86.29;"Black";"1"
"901";5501.62;171.32;"B";"1970-2000";49459.2;3;66.62;"Red";"0"
"902";3968.48;176.15;"B";"Post-2000";36709.99;2;11.66;"Black";"1"
"903";3413.37;139.06;"E";"Pre-1970";34534.51;1;77.45;"Red";"1"
"904";4450.53;163.32;"A";"Post-2000";68578.68;3;60.57;"Black";"0"
"905";5585.37;203.91;"C";"1970-2000";67017.31;2;86.72;"Other";"0"
"906";3635.63;181.43;"A";"Post-2000";60833.72;2;107.09;"Red";"0"
"907";7411.48;196.07;"D";"1970-2000";43826.01;4;61.8;"Red";"1"
"908";8665.14;190.61;"A";"Post-2000";64653.69;7;24.96;"Black";"0"
"909";4630.53;142.44;"C";"1970-2000";21983.8;4;119.27;"Other";"0"
"910";10602.17;156.79;"E";"Pre-1970";24030.71;6;31.97;"Red";"1"
"911";5297.21;212.3;"B";"1970-2000";75269.13;2;102.38;"Black";"0"
"912";3082.49;118.27;"A";"Post-2000";36275.71;3;33.83;"Black";"1"
"913";4853.95;191.87;"A";"Post-2000";50474.57;5;56.08;"Other";"1"
"914";5808.06;217.16;"A";"Post-2000";100981.54;6;105.62;"Black";"0"
"915";3263.68;172.77;"B";"Post-2000";36861.81;2;71.58;"Red";"0"
"916";7467.15;148.94;"B";"1970-2000";27732.59;7;23.17;"Black";"0"
"917";3258.08;107.71;"D";"1970-2000";11688.4;2;51.13;"Red";"1"
"918";4912.24;157.58;"D";"Pre-1970";40788.95;3;38.06;"Other";"0"
"919";4954.63;144.48;"D";"Pre-1970";40813.32;4;53.6;"Red";"1"
"920";3912.5;211.66;"B";"Post-2000";68204.86;2;71.43;"Other";"1"
"921";3653.52;127.15;"C";"1970-2000";34935.53;2;14.05;"Black";"0"
"922";6698.06;165.12;"A";"Post-2000";38754.28;6;28.43;"Black";"0"
"923";7253.21;92.52;"F";"Pre-1970";41738.32;6;18.37;"Red";"0"
"924";4196.9;141.86;"D";"1970-2000";51743.97;2;109.01;"Black";"0"
"925";6268.99;164.01;"D";"1970-2000";58989.44;5;98.89;"Other";"0"
"926";4172.55;106.59;"C";"1970-2000";32556.36;4;76.25;"Other";"0"
"927";12092.18;193.63;"E";"Pre-1970";50399.92;7;54.89;"Other";"1"
"928";6477.59;146.62;"B";"1970-2000";51973.82;5;91.15;"Red";"1"
"929";3491.04;111.18;"B";"Post-2000";45817.42;3;118.01;"Black";"0"
"930";9200.71;182.6;"C";"1970-2000";83678.13;7;75.71;"Other";"0"
"931";5256.04;148.86;"A";"Post-2000";19931.32;5;117.67;"Red";"1"
"932";4735.3;124.85;"B";"1970-2000";58524.43;4;56.81;"Other";"1"
"933";6052.97;178.43;"A";"Post-2000";77113.45;5;9.65;"Other";"0"
"934";6962.85;144.08;"A";"Post-2000";25340.44;6;10.67;"Red";"0"
"935";3861.47;122.94;"C";"1970-2000";47349.99;3;18.12;"Red";"0"
"936";5404.42;141.23;"F";"Pre-1970";28614.26;2;72.4;"Red";"0"
"937";5201.2;152.27;"A";"Post-2000";37758.78;5;94.65;"Other";"1"
"938";6556.75;162.79;"A";"Post-2000";45062.14;5;90.48;"Black";"1"
"939";4124.11;182.31;"C";"1970-2000";41159.79;1;22.39;"Other";"0"
"940";10728.24;218.46;"C";"1970-2000";107088.5;7;20.72;"Black";"1"
"941";4392.29;140.76;"B";"1970-2000";42569.98;4;104.36;"Red";"0"
"942";2652.51;110.77;"A";"Post-2000";24117.77;2;67.92;"Red";"0"
"943";6684.88;171.47;"D";"1970-2000";31577.95;4;35.5;"Red";"0"
"944";6131.9;128.41;"F";"Pre-1970";38408.72;2;70.69;"Red";"0"
"945";5597.8;162.99;"E";"Pre-1970";36241.01;3;25.41;"Other";"0"
"946";4273.1;177;"C";"1970-2000";58719.86;2;34.68;"Red";"0"
"947";4937.46;142.14;"C";"1970-2000";32574.61;4;10.14;"Red";"1"
"948";5846.38;224.38;"E";"Pre-1970";56759.09;1;72.13;"Black";"0"
"949";6705.19;157.37;"D";"1970-2000";38308.95;5;93.1;"Red";"0"
"950";4306.43;119.32;"E";"Pre-1970";26459.32;2;6.92;"Other";"0"
"951";4662.31;106.82;"A";"Post-2000";43030.9;5;55.14;"Black";"0"
"952";4396.27;136.51;"D";"Pre-1970";33400.94;1;69.25;"Black";"0"
"953";6782.26;209.19;"C";"1970-2000";44630.34;4;69.92;"Other";"0"
"954";5803.33;164.47;"C";"1970-2000";92299.98;4;27.17;"Red";"1"
"955";10860.07;186.6;"F";"Pre-1970";42522.99;6;113.22;"Black";"0"
"956";6778.56;168.26;"C";"Pre-1970";41331.34;5;89.39;"Red";"1"
"957";6799.9;98.46;"A";"Post-2000";22907.66;7;11.02;"Black";"1"
"958";3853.67;169.12;"C";"1970-2000";49015.64;2;26.27;"Other";"1"
"959";9068.56;221.65;"B";"Post-2000";40916.75;7;11.42;"Red";"0"
"960";8104.16;214.09;"E";"Pre-1970";86211.01;5;112.23;"Black";"0"
"961";6967.9;176.25;"D";"1970-2000";18467.69;5;108.77;"Other";"1"
"962";2170.8;101.46;"A";"Post-2000";30448.42;1;86.32;"Black";"0"
"963";5024.65;136.89;"A";"Post-2000";34932.4;4;51.86;"Red";"0"
"964";4585.19;147.26;"A";"Post-2000";45741.76;4;76.09;"Other";"0"
"965";6192.18;165.79;"B";"Post-2000";33578.71;5;24.2;"Black";"1"
"966";3395.5;147.52;"C";"Pre-1970";48461.33;1;86.7;"Red";"1"
"967";8127.77;296.72;"B";"Post-2000";135018.4;6;44.16;"Red";"1"
"968";3812.55;130.02;NA;"Post-2000";37272.73;3;23.19;"Red";"0"
"969";6737.59;154.11;"E";"Pre-1970";46381.22;3;70.46;"Other";"0"
"970";3904.15;163.47;"F";"Pre-1970";31772.34;1;73.69;"Other";"0"
"971";5786.21;225.3;"A";"Post-2000";72218.13;5;55.46;"Red";"1"
"972";3423.39;128.19;"C";"Pre-1970";25475.1;1;57.63;"Red";"0"
"973";4536.5;103.99;"C";"1970-2000";36613.48;5;89.2;"Red";"0"
"974";7606.73;138.99;"C";"1970-2000";49985.48;6;40.38;"Other";"1"
"975";7223.31;188.46;"D";"1970-2000";65312.65;4;16.2;"Other";"1"
"976";10538.37;146.78;"F";"Pre-1970";49708.57;6;11.06;"Black";"1"
"977";10182.12;216.97;"E";"Pre-1970";59282.99;7;19.8;"Red";"0"
"978";2830.54;173.8;"A";"Post-2000";23638.33;1;108.95;"Red";"1"
"979";4251.26;112.41;"C";"1970-2000";34217.55;4;73.1;"Red";"0"
"980";6033;107.09;"C";"1970-2000";42575.27;5;30.87;"Red";"0"
"981";6438.59;166.07;"A";"Post-2000";71204.59;6;91.83;"Red";"1"
"982";6411.26;143.96;"A";"Post-2000";44056.32;6;29.56;"Red";"1"
"983";2745.28;106.04;"C";"1970-2000";39679.51;1;116.34;"Black";"1"
"984";5127.62;113.31;"A";"Post-2000";45951.14;7;78.46;"Red";"0"
"985";3340.64;136.29;"C";"1970-2000";27190.02;1;52.22;"Black";"0"
"986";3163.55;101.08;"F";"Pre-1970";23407.52;1;12.34;"Other";"1"
"987";11097.72;166.81;"B";"Post-2000";53803.56;7;30.04;"Other";"1"
"988";5197.45;120.54;"B";"1970-2000";29483.6;6;17.38;"Red";"0"
"989";10520.95;171.19;"F";"Pre-1970";50521.09;6;84.77;"Red";"1"
"990";6706.37;144.96;"F";"Pre-1970";24994.16;3;79.72;"Red";"0"
"991";4204.88;156.56;"A";"Post-2000";31887.87;4;64.96;"Red";"1"
"992";4338.67;132.24;"E";"Pre-1970";45572.11;1;70.24;"Black";"0"
"993";3884.86;176.97;"A";"Post-2000";26576.1;1;97.7;"Other";"0"
"994";5303.14;107.94;"B";"Post-2000";41219.85;6;17.63;"Red";"1"
"995";7084.7;162.69;"A";"Post-2000";49198.17;4;42.37;"Other";"0"
"996";6534.21;187.87;"A";"Post-2000";91342.76;6;36.42;"Red";"0"
"997";6515.01;126.05;"D";"1970-2000";32935.46;4;73.79;"Red";"0"
"998";4041.79;150.55;"B";"Post-2000";54285.01;3;16.5;"Red";"0"
"999";4295.1;204.39;"D";"Pre-1970";60898.97;1;70.89;"Other";"0"
"1000";7775.59;229.93;"A";"Post-2000";126702.2;5;11.92;"Black";"1"
"1001";3549.09;233.94;"B";"Post-2000";98395.87;1;26.11;"Black";"0"
"1002";5416.04;190.71;"C";"1970-2000";66514.13;1;22.01;"Other";"1"
"1003";5674.41;243.07;"C";"1970-2000";80715.51;3;103.75;"Red";"1"
"1004";4545.68;167.26;"D";"Pre-1970";37904.17;2;113.64;"Other";"0"
"1005";4260.61;131.73;"B";"1970-2000";71537.94;4;48.34;"Other";"0"
"1006";5480.99;160.63;"E";"Pre-1970";33557.66;2;32.66;"Red";"0"
"1007";8706.84;201.28;"C";"1970-2000";59577.05;7;96.16;"Black";"0"
"1008";7169.48;134.48;"F";"Pre-1970";46753.94;6;31.3;"Black";"0"
"1009";3742.45;161.52;"B";"Post-2000";35281.94;1;117.16;"Red";"1"
"1010";2433.59;118.33;"B";"1970-2000";53296.26;1;15.67;"Other";"0"
"1011";5260.19;168.31;"B";"Post-2000";65200.49;4;10.5;"Red";"1"
